[categories] spawning parallel runs:
   sql_bare   → C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\results\20260712-204357_sql_bare
[enriched]   [q87] starting (worker _worker_0)
[ingest]   [q71] done in 89s (exit 0, score=pass)
[ingest]   [q73] starting (worker _worker_0)
[enriched]   [q86] done in 43s (exit 0, score=pass)
[enriched]   [q88] starting (worker _worker_1)
[ingest]   [q72] done in 72s (exit 0, score=fail)
[ingest]   [q74] starting (worker _worker_1)
[enriched]   [q87] done in 40s (exit 0, score=pass)
[enriched]   [q89] starting (worker _worker_0)
[enriched]   [q88] done in 41s (exit 0, score=fail)
[enriched]   [q90] starting (worker _worker_1)
[ingest]   [q73] done in 58s (exit 0, score=fail)
[ingest]   [q75] starting (worker _worker_0)
[enriched]   [q89] done in 23s (exit 0, score=pass)
[enriched]   [q91] starting (worker _worker_0)
[ingest]   [q74] done in 30s (exit 0, score=fail)
[ingest]   [q76] starting (worker _worker_1)
[enriched]   [q90] done in 23s (exit 0, score=fail)
[enriched]   [q92] starting (worker _worker_1)
[enriched]   [q91] done in 39s (exit 0, score=pass)
[enriched]   [q93] starting (worker _worker_0)
[enriched]   [q92] done in 31s (exit 0, score=fail)
[enriched]   [q94] starting (worker _worker_1)
[ingest]   [q76] done in 76s (exit 0, score=pass)
[ingest]   [q77] starting (worker _worker_1)
[enriched]   [q94] done in 64s (exit 0, score=pass)
[enriched]   [q95] starting (worker _worker_1)
[enriched]   [q93] done in 83s (exit 0, score=pass)
[enriched]   [q96] starting (worker _worker_0)
[enriched]   [q96] done in 18s (exit 0, score=pass)
[enriched]   [q97] starting (worker _worker_0)
[ingest]   [q75] done in 123s (exit 0, score=fail)
[ingest]   [q78] starting (worker _worker_0)
[enriched]   [q97] done in 39s (exit 0, score=pass)
[enriched]   [q98] starting (worker _worker_0)
[enriched]   [q95] done in 95s (exit 0, score=pass)
[enriched]   [q99] starting (worker _worker_1)
[enriched]   [q98] done in 25s (exit 0, score=pass)
[enriched]   [q99] done in 31s (exit 0, score=pass)
[ingest]   [q77] done in 159s (exit 0, score=pass)
[enriched] [4/5] Finalising scores for 99 queries ...
[enriched]   wrote C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\dashboard_enriched_v2.png  (95 trilogy failures -> C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\trilogy_failures_enriched.md)
[enriched] [5/5] Done. Artifacts in C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\results\20260712-204357_enriched
[enriched] 
[enriched] # TPC-DS Agent Eval — 20260712-204358
[enriched] 
[enriched] - Model: `deepseek/deepseek-chat`
[enriched] - Scale factor: 1  |  Queries: 99  |  Trilogy: 0.3.291
[enriched] 
[enriched] ## Result
[enriched] 
[enriched] - **Pass rate: 82/99** (83%)
[enriched] - Status breakdown: {'fail': 16, 'pass': 82, 'timeout': 1}
[enriched] - Wall time: 3933.7s  (TIMED OUT)  |  Agent time: 7490.6s  |  Avg/query: 75.7s
[enriched] - Agent exit code: 1
[enriched] 
[enriched] ## Agent harness metrics
[enriched] 
[enriched] - LLM iterations: 1035
[enriched] - Tool calls: 1220  →  {'trilogy': 1122, 'return_control_to_user': 98}
[enriched] - `trilogy` subcommands: {'agent-info': 146, 'file': 326, 'explore': 334, 'run': 308, 'database': 4}
[enriched] - Tool success rate: 92% (1124/1219 ok)
[enriched] - Tokens: 28997691 total (28609075 prompt + 388616 completion)
[enriched] 
[enriched] ## Tool-output sizes
[enriched] 
[enriched] | Tool | calls | avg chars | max chars | truncated | trunc-rate |
[enriched] |---|---:|---:|---:|---:|---:|
[enriched] | `trilogy` | 1121 | 8063 | 39692 | 0 | 0% |
[enriched] | `return_control_to_user` | 98 | 26 | 26 | 0 | 0% |
[enriched] 
[enriched] - Repeated calls (same args seen earlier in same query): {'trilogy': 116} — total 116
[enriched] 
[enriched] ## Per-query
[enriched] 
[enriched] | Query | Status | Ref rows | Cand rows | SQL len | Detail |
[enriched] |------:|:-------|---------:|----------:|--------:|:-------|
[enriched] | 01 | fail | 100 | 100 | 1520 | result set differs from reference |
[enriched] | 02 | pass | 53 | 53 | 6137 |  |
[enriched] | 03 | pass | 89 | 89 | 673 |  |
[enriched] | 04 | pass | 6 | 6 | 9069 |  |
[enriched] | 05 | fail | 100 | 100 | 11045 | result set differs from reference |
[enriched] | 06 | pass | 46 | 46 | 4634 |  |
[enriched] | 07 | pass | 100 | 100 | 1535 |  |
[enriched] | 08 | pass | 5 | 5 | 2958 |  |
[enriched] | 09 | pass | 1 | 1 | 4688 |  |
[enriched] | 10 | pass | 6 | 6 | 4449 |  |
[enriched] | 11 | pass | 90 | 90 | 4481 |  |
[enriched] | 12 | pass | 100 | 100 | 3140 |  |
[enriched] | 13 | pass | 1 | 1 | 2759 |  |
[enriched] | 14 | fail | 100 | 100 | 7878 | result set differs from reference |
[enriched] | 15 | pass | 100 | 100 | 1128 |  |
[enriched] | 16 | pass | 1 | 1 | 4687 |  |
[enriched] | 17 | pass | 23 | 23 | 6669 |  |
[enriched] | 18 | pass | 100 | 100 | 6710 |  |
[enriched] | 19 | pass | 100 | 100 | 1385 |  |
[enriched] | 20 | pass | 100 | 100 | 1939 |  |
[enriched] | 21 | pass | 100 | 100 | 1837 |  |
[enriched] | 22 | pass | 100 | 100 | 1296 |  |
[enriched] | 23 | fail | 4 | 52 | 8088 | result set differs from reference |
[enriched] | 24 | pass | 1 | 1 | 4067 |  |
[enriched] | 25 | pass | 1 | 1 | 6219 |  |
[enriched] | 26 | pass | 100 | 100 | 1374 |  |
[enriched] | 27 | pass | 100 | 100 | 1942 |  |
[enriched] | 28 | pass | 1 | 1 | 5666 |  |
[enriched] | 29 | pass | 1 | 1 | 3252 |  |
[enriched] | 30 | pass | 100 | 100 | 11296 |  |
[enriched] | 31 | pass | 44 | 44 | 6686 |  |
[enriched] | 32 | pass | 1 | 1 | 2572 |  |
[enriched] | 33 | pass | 100 | 100 | 4150 |  |
[enriched] | 34 | pass | 455 | 455 | 2176 |  |
[enriched] | 35 | fail | 100 | 100 | 8679 | result set differs from reference |
[enriched] | 36 | pass | 100 | 100 | 2560 |  |
[enriched] | 37 | pass | 1 | 1 | 1493 |  |
[enriched] | 38 | pass | 1 | 1 | 2867 |  |
[enriched] | 39 | pass | 243 | 243 | 7005 |  |
[enriched] | 40 | pass | 100 | 100 | 1546 |  |
[enriched] | 41 | pass | 100 | 100 | 1816 |  |
[enriched] | 42 | pass | 10 | 10 | 745 |  |
[enriched] | 43 | pass | 6 | 6 | 1426 |  |
[enriched] | 44 | pass | 10 | 10 | 3909 |  |
[enriched] | 45 | pass | 19 | 19 | 1963 |  |
[enriched] | 46 | pass | 100 | 100 | 2157 |  |
[enriched] | 47 | fail | 100 | 100 | 10867 | result set differs from reference |
[enriched] | 48 | fail | 1 | 1 | 2049 | result set differs from reference |
[enriched] | 49 | pass | 34 | 34 | 4993 |  |
[enriched] | 50 | fail | 6 | 6 | 3736 | result set differs from reference |
[enriched] | 51 | fail | 100 | 100 | 12355 | result set differs from reference |
[enriched] | 52 | pass | 100 | 100 | 680 |  |
[enriched] | 53 | pass | 100 | 100 | 2251 |  |
[enriched] | 54 | pass | 1 | 1 | 3793 |  |
[enriched] | 55 | pass | 100 | 100 | 822 |  |
[enriched] | 56 | fail | 100 | 100 | 4122 | result set differs from reference |
[enriched] | 57 | fail | 100 | 100 | 14903 | result set differs from reference |
[enriched] | 58 | pass | 5 | 5 | 5066 |  |
[enriched] | 59 | timeout | 100 | 100 | 9011 | agent timed out (was: fail) — result set differs from reference |
[enriched] | 60 | fail | 100 | 100 | 2639 | result set differs from reference |
[enriched] | 61 | pass | 1 | 1 | 1711 |  |
[enriched] | 62 | pass | 100 | 100 | 3049 |  |
[enriched] | 63 | pass | 100 | 100 | 2448 |  |
[enriched] | 64 | pass | 2 | 2 | 16000 |  |
[enriched] | 65 | pass | 100 | 100 | 3190 |  |
[enriched] | 66 | pass | 5 | 5 | 11288 |  |
[enriched] | 67 | pass | 100 | 100 | 3856 |  |
[enriched] | 68 | pass | 100 | 100 | 2320 |  |
[enriched] | 69 | pass | 100 | 100 | 4104 |  |
[enriched] | 70 | pass | 3 | 3 | 2777 |  |
[enriched] | 71 | pass | 1031 | 1031 | 4954 |  |
[enriched] | 72 | pass | 100 | 100 | 6448 |  |
[enriched] | 73 | pass | 1 | 1 | 2867 |  |
[enriched] | 74 | pass | 92 | 92 | 5463 |  |
[enriched] | 75 | pass | 100 | 100 | 6384 |  |
[enriched] | 76 | pass | 100 | 100 | 8232 |  |
[enriched] | 77 | pass | 43 | 43 | 14525 |  |
[enriched] | 78 | pass | 100 | 100 | 7719 |  |
[enriched] | 79 | pass | 100 | 100 | 1981 |  |
[enriched] | 80 | fail | 100 | 100 | 7638 | result set differs from reference |
[enriched] | 81 | pass | 100 | 100 | 13143 |  |
[enriched] | 82 | pass | 2 | 2 | 2661 |  |
[enriched] | 83 | pass | 24 | 24 | 12479 |  |
[enriched] | 84 | pass | 16 | 16 | 3726 |  |
[enriched] | 85 | pass | 1 | 1 | 3190 |  |
[enriched] | 86 | pass | 100 | 100 | 1719 |  |
[enriched] | 87 | pass | 1 | 1 | 3729 |  |
[enriched] | 88 | fail | 1 | 1 | 3880 | result set differs from reference |
[enriched] | 89 | pass | 100 | 100 | 5560 |  |
[enriched] | 90 | fail | 1 | 1 | 1184 | result set differs from reference |
[enriched] | 91 | pass | 2 | 2 | 2602 |  |
[enriched] | 92 | fail | 1 | 1 | 1096 | result set differs from reference |
[enriched] | 93 | pass | 100 | 100 | 1195 |  |
[enriched] | 94 | pass | 1 | 1 | 3693 |  |
[enriched] | 95 | pass | 1 | 1 | 3710 |  |
[enriched] | 96 | pass | 1 | 1 | 861 |  |
[enriched] | 97 | pass | 1 | 1 | 2687 |  |
[enriched] | 98 | pass | 2521 | 2521 | 2151 |  |
[enriched] | 99 | pass | 90 | 90 | 3133 |  |
[enriched] 
[enriched] ## Agent final message
[enriched] 
[enriched] > Successfully wrote and validated `answer_3498056762.preql`. The query runs cleanly against DuckDB, returns 90 rows with the requested 5 shipping-lag bucket columns (≤30, 31-60, 61-90, 91-120, >120), grouped by first-20-chars of warehouse name, ship mode type, and lowercased call center name, ordered nulls first, limit 100. All buckets report 0 (not null) when no matching line items exist.
[enriched] 
[ingest]   [q79] starting (worker _worker_1)
[ingest]   [q78] done in 110s (exit 0, score=pass)
[ingest]   [q80] starting (worker _worker_0)
[ingest]   [q80] done in 3644s (exit -1, score=timeout)
[ingest]   [q81] starting (worker _worker_0)
[ingest]   [q79] done in 3655s (exit -1, score=timeout)
[ingest]   [q82] starting (worker _worker_1)
[ingest]   [q81] done in 14999s (exit -1, score=timeout)
[ingest]   [q83] starting (worker _worker_0)
[ingest]   [q82] done in 15000s (exit -1, score=timeout)
[ingest]   [q84] starting (worker _worker_1)
[ingest]   [q84] done in 245s (exit 0, score=fail)
[ingest]   [q85] starting (worker _worker_1)
[ingest]   [q83] done in 258s (exit 0, score=pass)
[ingest]   [q86] starting (worker _worker_0)
[ingest]   [q86] done in 60s (exit 0, score=pass)
[ingest]   [q87] starting (worker _worker_0)
[ingest]   [q87] done in 38s (exit 0, score=fail)
[ingest]   [q88] starting (worker _worker_0)
[ingest]   [q88] done in 178s (exit 0, score=fail)
[ingest]   [q89] starting (worker _worker_0)
[ingest]   [q89] done in 66s (exit 0, score=pass)
[ingest]   [q90] starting (worker _worker_0)
[ingest]   [q85] done in 538s (exit 0, score=pass)
[ingest]   [q91] starting (worker _worker_1)
[ingest]   [q90] done in 173s (exit 0, score=fail)
[ingest]   [q92] starting (worker _worker_0)
[ingest]   [q92] done in 37s (exit 0, score=pass)
[ingest]   [q93] starting (worker _worker_0)
[ingest]   [q91] done in 41s (exit 0, score=fail)
[ingest]   [q94] starting (worker _worker_1)
[ingest]   [q93] done in 106s (exit 0, score=pass)
[ingest]   [q95] starting (worker _worker_0)
[ingest]   [q94] done in 138s (exit 0, score=pass)
[ingest]   [q96] starting (worker _worker_1)
[ingest]   [q95] done in 153s (exit 0, score=pass)
[ingest]   [q97] starting (worker _worker_0)
[ingest]   [q97] done in 37s (exit 0, score=pass)
[ingest]   [q98] starting (worker _worker_0)
[ingest]   [q96] done in 184s (exit 0, score=fail)
[ingest]   [q99] starting (worker _worker_1)
[ingest]   [q98] done in 29s (exit 0, score=pass)
