[categories] spawning parallel runs:
   sql_bare   → C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\results\20260628-042638_sql_bare
[enriched] | 48 | pass | 1 | 1 | 2170 |  |
[enriched] | 49 | fail | 34 | 34 | 4978 | result set differs from reference |
[enriched] | 50 | fail | 6 | 7 | 3208 | result set differs from reference |
[enriched] | 51 | fail | 100 | 100 | 7048 | result set differs from reference |
[enriched] | 52 | pass | 100 | 100 | 710 |  |
[enriched] | 53 | pass | 100 | 100 | 2055 |  |
[enriched] | 54 | fail | 1 | 1 | 3306 | result set differs from reference |
[enriched] | 55 | pass | 100 | 100 | 832 |  |
[enriched] | 56 | fail | 100 | 100 | 2952 | result set differs from reference |
[enriched] | 57 | pass | 100 | 100 | 4596 |  |
[enriched] | 58 | pass | 5 | 5 | 4278 |  |
[enriched] | 59 | fail | 100 | 100 | 5545 | result set differs from reference |
[enriched] | 60 | fail | 100 | 100 | 2693 | result set differs from reference |
[enriched] | 61 | pass | 1 | 1 | 1727 |  |
[enriched] | 62 | pass | 100 | 100 | 2649 |  |
[enriched] | 63 | pass | 100 | 100 | 2762 |  |
[enriched] | 64 | timeout | 2 | 2 | 15441 | agent timed out (was: fail) — result set differs from reference |
[enriched] | 65 | pass | 100 | 100 | 3639 |  |
[enriched] | 66 | timeout | 5 | 60 | 5064 | agent timed out (was: fail) — result set differs from reference |
[enriched] | 67 | timeout | 0 | 0 | 0 | agent timed out (was: missing) — no query file produced |
[enriched] | 68 | timeout | 0 | 0 | 0 | agent timed out (was: missing) — no query file produced |
[enriched] | 69 | fail | 100 | 100 | 4309 | result set differs from reference |
[enriched] | 70 | fail | 3 | 5 | 2438 | result set differs from reference |
[enriched] | 71 | pass | 1031 | 1031 | 3209 |  |
[enriched] | 72 | pass | 100 | 100 | 3039 |  |
[enriched] | 73 | fail | 1 | 82 | 2210 | result set differs from reference |
[enriched] | 74 | fail | 92 | 93 | 2892 | result set differs from reference |
[enriched] | 75 | fail | 100 | 100 | 7785 | result set differs from reference |
[enriched] | 76 | pass | 100 | 100 | 5287 |  |
[enriched] | 77 | fail | 44 | 76 | 6111 | result set differs from reference |
[enriched] | 78 | fail | 100 | 100 | 8049 | result set differs from reference |
[enriched] | 79 | fail | 100 | 100 | 1885 | result set differs from reference |
[enriched] | 80 | fail | 100 | 100 | 6909 | result set differs from reference |
[enriched] | 81 | fail | 100 | 100 | 21430 | result set differs from reference |
[enriched] | 82 | pass | 2 | 2 | 1240 |  |
[enriched] | 83 | pass | 24 | 24 | 4517 |  |
[enriched] | 84 | fail | 16 | 100 | 1644 | result set differs from reference |
[enriched] | 85 | fail | 1 | 1 | 4398 | result set differs from reference |
[enriched] | 86 | pass | 100 | 100 | 2062 |  |
[enriched] | 87 | fail | 1 | 1 | 3819 | result set differs from reference |
[enriched] | 88 | fail | 1 | 1 | 4329 | result set differs from reference |
[enriched] | 89 | pass | 100 | 100 | 3040 |  |
[enriched] | 90 | pass | 1 | 1 | 2326 |  |
[enriched] | 91 | pass | 2 | 2 | 2746 |  |
[enriched] | 92 | pass | 1 | 1 | 1430 |  |
[enriched] | 93 | pass | 100 | 100 | 952 |  |
[enriched] | 94 | pass | 1 | 1 | 4609 |  |
[enriched] | 95 | pass | 1 | 1 | 4905 |  |
[enriched] | 96 | pass | 1 | 1 | 892 |  |
[enriched] | 97 | pass | 1 | 1 | 2061 |  |
[enriched] | 98 | pass | 2521 | 2521 | 2709 |  |
[enriched] | 99 | pass | 90 | 90 | 2563 |  |
[enriched] 
[enriched] ## Agent final message
[enriched] 
[enriched] > Done. query99.preql written and validated successfully with `trilogy run`, 90 rows returned. Empty buckets correctly show 0 instead of null.
[enriched] 
[categories] sql_bare leg exit=0
[categories] sql_schema leg exit=0
[categories] enriched leg exit=0
[categories] wrote C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\funnel_v2.png and C:\Users\ethan\coding_projects\pytrilogy_two\evals\tpcds_agent\charts\funnel.md
